,track_name,artist_name
7377,When You'Re Gone,Avril Lavigne
7378,Baixa Essa Guarda,Grupo Revelação
7379,Abcde,Guilherme & Santiago
7380,Eu Nunca Disse Adeus,Capital Inicial
7381,Wind It Up,wen Stefani
7382,The Way I Live,Baby Boy Da Prince featuring Lil Boosie
7383,Eu Vou Seguir (Reach),Marina Elali
7384,Totalmente Demais,Perlla
7385,Que Seja Bem-Vinda (Ao Vivo),Zezé Di Camargo & Luciano
7386,Inconsolable,Backstreet Boys
7387,Doce Paixão,Babado Novo
7388,Tell Me What We'Re Gonna Do Now,Joss Stone featuring Common
7389,"Dance, Dance",Fall Out Boys
7390,The Way I Are,Timbaland featuring Keri Hilson
7391,Como Mágica,Naldo & Lula
7392,Sem Ar,D'Black
7393,Lithium,Evanescence
7394,Bubby,Colbie Caillat
7395,Tell Me 'Bout It,Joss Stone
7396,Summer Love ,Justin Timberlake
7397,Keep Holding On,Avril Lavigne
7398,Intriga Da Oposição,Belo
7399,Abri Os Olhos,Sandy & Junior
7400,Extravasa,Claúdia Leitte
7401,Pela Última Vez,NX Zero
7402,Low,Flo Rida ft T-Pain
7403,Bubbly,Colbie Caillat
7404,Hate That I Love You,Rihanna ft Ne-Yo
7405,Me Abrace,Wanessa Camargo & Camila
7406,Clumsy ,Fergie
7407,Forever,Chris Brown
7408,Disturbia,Rihanna
7409,Mina do Condomínio,Seu Jorge
7410,I Kissed A Girl,Katy Perry
7411,Piece Of Me,Britney Spears
7412,Coisas Que Eu Sei,Danni Carlos
7413,Cedo ou Tarde,NX Zero
7414,No One,Alicia Keys
7415,With You,Chris Brown
7416,Tem Que Ser Você (ao vivo),Victor & Leo
7417,Love In This Club,Usher ft Young Jeezy
7418,Give It 2 Me,Madonna
7419,Pense em Mim,Darvin
7420,Bleeding Love,Leona Lewis
7421,Pontes Indestrutíveis,Charlie Brown Jr.
7422,Semente,Armandinho
7423,Tropa de Elite,Tihuana
7424,Inconsolable,Backstreet Boys
7425,Take A Bow,Rihanna
7426,Gimme More,Britney Spears
7427,Não Faz Mais Isso Comigo,Bruno & Marrone
7428,Kiss Kiss,Chris Brown ft T-Pain
7429,Touch My Body,Mariah Carey
7430,4 Minutes,Madonna ft Justin Timberlake
7431,Não é Proibido,Marisa Monte
7432,"Sorry, Blame It On Me",Akon
7433,Imprevisível (ao vivo),Edson & Hudson ft Bruno & Marrone
7434,Wall To Wall,Chris Brown
7435,Amado,Vanessa da Mata
7436,Ficar por Ficar (acústico),Bruno & Marrone
7437,Ciumenta,César Menotti & Fabiano
7438,Me Love,Sean Kingston
7439,Uma Criança com Seu Olhar,Charlie Brown Jr.
7440,Apologize,Timbaland ft One Republic
7441,Same Mistake,James Blunt
7442,Closer,Ne-Yo
7443,Don't Stop The Music,Rihanna 
7444,Não Me Faça Esperar,Ivete Sangalo
7445,When I'm Gone,Simple Plan
7446,Pulsos,Pitty
7447,Womanizer,Britney Spears
7448,This Is Me,Demi Lovato & Joe Jonas
7449,Ainda Gosto Dela,Skank ft Negra Li
7450,Fala (ao vivo),Edson & Hudson
7451,When You're Gone,Avril Lavigne
7452,Monstro Invisível,O Rappa
7453,Sete a Uma,Offline
7454,So What,Pink
7455,Borboletas,Victor & Leo
7456,Stronger,Kanye West
7457,If I Were A Boy,Beyonce
7458,Caso Por Acaso,César Menotti & Fabiano
7459,When You Look Me In The Eyes,Jonas Brothers
7460,Chega,Zezé Di Camargo & Luciano
7461,Não Há (ao vivo),Seu Cuca
7462,Right Now (Na Na Na),Akon
7463,Dança do Créu,MC Créu
7464,Ayo Technology,50 Cent ft Justin Timberlake & Timbaland
7465,Bang Bang,Dibob
7466,Coração Bandido,Leonardo
7467,American Boy,Estelle ft Kanye West
7468,Burguesinha,Seu Jorge
7469,Do It Well,Jennifer Lopez
7470,Lollipop,Lil Wayne ft Static Major
7471,Violet Hill,Coldplay
7472,Beleza Pura,Skank
7473,Bye Bye (ao vivo),Inimigos da HP
7474,Vida Boa,Victor & Léo
7475,Dangerous,Kardinal Offishall ft Akon
7476,1 Minuto,D'Black ft Negra Li
7477,Desabafo,Marcelo D2
7478,Divina Comédia,Scracho
7479,I'll Be Waiting,Lenny Kravitz
7480,Sufoco,João Bosco & Vinícius
7481,Você Me Ensinou Amor,Nathália
7482,Me Pega de Jeito,Wanessa Camargo
7483,The Way I Live,Baby Boy Da Prince ft Lil Boosie
7484,Naticongo (ao vivo),Natiruts
7485,Teardrops On My Guitar,Taylor Swift
7486,Baby Love,Nicole Scherzinger ft will.i.am
7487, The Kill,30 Seconds To Mars
7488,Difícil Não Falar de Amor,Daniel
7489,Bala de Prata,Fernando & Sorocaba
7490,Sem Ar,D'Black
7491,Como Mágica,Naldo & Lula
7492,Nossa Música,CPM 22
7493,Live Your Life,T.I. ft Rihanna
7494,Burnin' Up,Jonas Brothers
7495,Fatalmente,Rodriguinho
7496,Midnight Bottle,Colbie Caillat
7497,Algum Dia (ao vivo),Capital Inicial
7498,Primeira Namorada (ao vivo),Sorriso Maroto
7499,Blusinha Branca (acústico),Papas da Língua
7500,Circus,Britney Spears
7501,Halo,Beyoncé
7502,Agenda,Ornella Di Santis & Belo
7503,Não Tente me Impedir,Bruno & Marrone
7504,Te Amo,Rihanna
7505,Foi Você Quem Trouxe,Edson & Hudson
7506,Boom Boom Pow ,The Black Eyed Peas
7507,Just Dance,Lady GaGa ft Colby O'Donis
7508,Deus e Eu no Sertão,Victor & Leo
7509,Fly,Wanessa Camargo & Ja Rule
7510,Single Ladies (Put A Ring On It),Beyonce
7511,Paparazzi,Lady GaGa
7512,A lhe Esperar,Os Paralamas do Sucesso
7513,Poker Face,Lady GaGa
7514,I Gotta Feeling,The Black Eyed Peas
7515,Sutilmente,Skank
7516,Me Encontra,Charlie Brown Jr.
7517,Hot N Cold,Katy Perry
7518,Cadê Dalila,Ivete Sangalo
7519,Me Adora,Pitty
7520,Hush Hush,The Pussycat Dolls
7521,If U Seek Amy,Britney Spears
7522,Imprevisível (ao vivo),Edson & Hudson ft Bruno & Marrone
7523,I'm Yours,Jason Mraz
7524,Alguém Que Te Faz Sorrir,Fresno
7525,Paga Pau (ao vivo),Fernando & Sorocaba
7526,She Wolf,Shakira
7527,I Hate This Part,The Pussycat Dolls
7528,I Want To Know What Love Is,Mariah Carey
7529,Celebration,Madonna
7530,Cartas Pra Você,NX Zero
7531,Daqui Pra Frente,NX Zero
7532,Nada Es Normal,Victor & Leo
7533,Live Your Life,T.I. ft Rihanna
7534,"Chora, Me Liga",João Bosco & Vinicius
7535,Agora Eu Já Sei,Ivete Sangalo
7536,Lucky,Jason Mraz ft Colbie Caillat
7537,3,Britney Spears
7538,Womanizer,Britney Spears
7539,Love Sex Magic,Ciara ft Justin Timberlake
7540,Right Now (Na Na Na),Akon
7541,Down,Jay Sean ft Lil Wayne
7542,Closer,Ne-Yo
7543,Pessoal Particular,Seu Jorge
7544,If I Were A Boy,Beyonce
7545,Espero a Minha Vez,NX Zero
7546,Right Round,Flo Rida
7547,Thinking Of You,Katy Perry
7548,Rehab,Rihanna
7549,Passos Escuros,Hevo 84
7550,Voa Beija-Flor,Jorge & Mateus
7551,Miss Independent,Ne-Yo
7552,Radar,Britney Spears
7553,"Sorri, Sou Rei",Natiruts & Claudia Leitte
7554,Obssessed,Mariah Carey
7555,Mad,Ne-Yo
7556,Burguesinha,Seu Jorge
7557,Pra Não Chorar,Edson & Hudson
7558,O Amor de Antes,Hugo & Thiago ft Zezé Di Camargo & Luciano
7559,O Que Vai Ser de Nós,Zezé Di Camargo & Luciano
7560,Selinho na Boca ,Latino & Perlla
7561,Tudo Passa,Túlio Dek & Di Ferrero
7562,Estrela Cadente,Victor & Leo
7563,Meet Me Halfway,The Black Eyed Peas
7564,Kiss Me Thru The Phone,Soulja Boy Tell'em ft Sammie
7565,The Climb,Miley Cyrus
7566,Day 'N' Nite,Kid Cuti
7567,Na Base do Beijo,Ivete Sangalo
7568,Jay Ho (You Are My Destiny),A.R. Rahman & The Pussycat Dolls
7569,Heartless,Kanye West
7570,I'm So Paid,Akon
7571,Dead And Gone,T.I. ft Justin Timberlake
7572,Ego,Beyoncé
7573,Divina Comédia,Scracho
7574,Desabafo,Marcelo D2
7575,Entre Olhares,Ana Carolina ft John Legend
7576,Beijar na Boca,Claudia Leitte
7577,Reinventar,Belo
7578,Garota Radical,Cine
7579,Bad Romance,Lady Gaga
7580,I Know You Want Me (Calle Ocho),Pitbull
7581,Miles Away,Madonna
7582,My Life Would Suck Without You,Kelly Clarkson
7583,Vem Andar Comigo,Jota Quest
7584,Podia Ser,Agnela
7585,Untouched,The Veronicas
7586,E Agora Nós,Sorriso Maroto & Ivete Sangalo
7587,Menino da Porteira,Daniel
7588,O Que Você Sempre Quis,Stevens
7589,Minha Paz,Gloria
7590,Empire State Of Mind,Jay-Z + Alicia Keys
7591,Sweet Dreams,Beyonce
7592,Sexy Chick (Sexy Bitch),David Guetta ft Akon
7593,Midnight Bottle,Colbie Caillat
7594,Você Sabia,Victor & Leo
7595,Tudo no Olhar,Marcos & Bellutti
7596,Party In The U.S.A.,Miley Cyrus
7597,Seis e Trinta ,Jota Quest
7598,"It's Alright, It's OK",Ashley Tisdale
7599,Versos Simples,Chimarruts
7600,TiK ToK,Ke$ha
7601,Só Rezo,NX Zero
7602,Ego,Beyoncé
7603,Baby,Justin Bieber ft Ludacris
7604,Madri,Fernando & Sorocaba
7605,Teenage Dream,Katy Perry
7606,California Gurls,Katy Perry ft Snoop Dogg
7607,Alejandro,Lady Gaga
7608,As Máscaras,Claudia Leitte
7609,Bad Romance,Lady Gaga
7610,Imma Be,The Black Eyed Peas
7611,Estrela Cadente,Victor & Leo
7612,Voa Beija-Flor,Jorge & Mateus
7613,Rude Boy,Rihanna
7614,Love The Way You Lie,Eminem ft Rihanna
7615,Russian Roulette,Rihanna
7616,Só os Loucos Sabem,Charlie Brown Jr.
7617,Hard,Rihanna ft Young Jeezy
7618,Pode Ir Embora,Bruno & Marrone
7619,Telephone,Lady Gaga ft Beyoncé
7620,Como Eu Queria Te Amar,Edson
7621,Espero a Minha Vez,NX Zero
7622,Não Mais,Victor & Leo
7623,Adrenalina,Luan Santana
7624,Only Girl (In The World),Rihanna
7625,Noites de um Verão Qualquer,Skank
7626,Na Base do Beijo,Ivete Sangalo
7627,Video Phone,Beyoncé & Lady Gaga
7628,Stereo Love,Edward Maya ft Vika Jigulina or Alicia
7629,Ao Vivo e em Cores,Victor & Leo
7630,Sexy Chick (Sexy Bitch),David Guetta ft Akon
7631,Rebolation,Parangolé
7632,We No Speak Americano,Yolanda Be Cool & Dcup
7633,Crawl,Chris Brown
7634,Rock That Body,The Black Eyed Peas
7635,Tá Se Achando,Guilherme & Santiago
7636,Sinônimo de Amor,Bruno & Marrone
7637,Down,Jay Sean ft Lil Wayne
7638,Fã,Christian & Cristiano
7639,Meet Me Halfway,The Black Eyed Peas
7640,Passos Escuros,Hevo 84
7641,Nothin' On You,B.o.B ft Bruno Mars
7642,Famosa (Billionaire),Claudia Leitte ft Travie McCoy
7643,Sem me Controlar,Marcos & Belutti
7644,Pra Você Lembrar,Restart
7645,Levo Comigo,Restart
7646,Flor do Meu Sertão,Leonardo
7647,Estrela,Hugo Pena & Gabriel
7648,Tapa na Cara,Zezé Di Camargo & Luciano
7649,Just The Way You Are,Bruno Mars
7650,Uma Canção Pra Você,Edson
7651,Never Say Never,Justin Bieber
7652,Fracasso,Pitty
7653,I Like It,Enrique Iglesias ft Pitbull
7654,Sem Esse Coração,João Bosco & Vinicius
7655,Linda Tão Linda,Hóri
7656,In My Head,Jason Derulo
7657,The Time (The Dirty Bit),The Black Eyed Peas
7658,Sonhando,Bruno & Marrone
7659,Labirinto,César Menotti & Fabiano
7660,Empire State Of Mind,Jay-Z + Alicia Keys
7661,Club Can't Handle Me,Flo Rida ft David Guetta
7662,Deixa o Tempo,Fresno
7663,Você Não Sabe o Que é Amor,Luan Santana
7664,Like A G6,Far East Movement ft Cataracs & Dev
7665,Se Você Quiser,Cine
7666,Loca,Shakira ft Dizzee Rascal or El Cata
7667,Não Valeu Pra Você,Eduardo Costa
7668,O Que Você Sempre Quis,Stevens
7669,Amores Imortais,Eduardo Costa
7670,Tô Vendo Aquela Lua,Exaltasamba
7671,Sinais,Luan Santana
7672,Do Lado de Cá,Chimarruts
7673, Acelera Aê (Noite do Bem),Ivete Sangalo
7674,Try Sleeping With A Broken Heart,Alicia Keys
7675,Take It Off,Ke$ha
7676,E Daí?,Guilherme & Santiago
7677,Recomeçar,Restart
7678,OMG,Usher ft will.i.am
7679,Conselho,Marcelo Mira & Marcelo D2
7680,One Time,Justin Bieber
7681,Beautiful Monster,Ne-Yo
7682,Tão Linda e Tão Louca,Zezé Di Camargo & Luciano
7683,Wavin' Flag (remix),K'naan ft Skank
7684,Gettin' Over You,David Guetta & Chris Willis ft Fergie & LMFAO
7685,O Que Combina Comigo é Você,Zé Henrique e Gabriel
7686,BedRock,Young Money ft Lloyd
7687,E Agora Nós,Sorriso Maroto & Ivete Sangalo
7688,Só Nós Dois,Detonautas
7689,Minha Vida é Você,Hevo 84
7690,Doesn't Mean Anything,Alicia Keys
7691,DJ Got Us Fallin' In Love,Usher ft Pitbull
7692,Need You Now,Lady Antebellum
7693,Not Myself Tonight,Christina Aguilera
7694,Vivendo e Aprendendo,Capital Inicial
7695,Break Your Heart,Taio Cruz ft Ludacris
7696,Billionaire,Travie McCoy ft Bruno Mars
7697,Boa Sorte Pra Você,Victor & Leo
7698,Angel,Akon
7699,We R Who We R,Ke$ha
7700,Rolling In The Deep,Adele
7701,Um Beijo,Luan Santana
7702,Pra Você,Paula Fernandes
7703,Just The Way You Are,Bruno Mars
7704,Amar Não é Pecado,Luan Santana ft Adelaide
7705,Last Friday Night (T.G.I.F.),Katy Perry
7706,Firework,Katy Perry
7707,We R Who We R,Ke$ha
7708,Loca,Shakira ft Dizzee Rascal or El Cata
7709,Química do Amor,Luan Santana & Ivete Sangalo
7710,Hold It Against Me,Britney Spears
7711,Party Rock Anthem,LMFAO ft Lauren Bennett & Goon Rock
7712,Ai Se Eu Te Pego,Michel Teló
7713,The Time (The Dirty Bit),The Black Eyed Peas
7714,Like A G6,Far East Movement ft Cataracs & Dev
7715,Judas,Lady Gaga
7716,Just Can't Get Enough,The Black Eyed Peas
7717,Não Precisa,Paula Fernandes ft Victor & Leo
7718,Moves Like Jagger,Maroon 5 ft Christina Aguilera
7719,Someone Like You ,Adele
7720,Talking To The Moon,Bruno Mars
7721,On The Floor,Jennifer Lopez ft Pitbull
7722,Adrenalina,Luan Santana
7723,Acelera Aê (Noite do Bem),Ivete Sangalo
7724,You And I,Lady Gaga
7725,Lighters,Bad Meets Evil ft Bruno Mars
7726,Balada,Gusttavo Lima
7727,Only Girl (In The World),Rihanna
7728,Abelha,João Bosco & Vinícius
7729,As Lembranças Vão na Mala,Luan Santana
7730,Born This Way,Lady Gaga
7731,California King Bed,Rihanna
7732,The Edge Of Glory,Lady Gaga
7733,Chuva,João Bosco & Vinícius
7734,Rabiosa,Shakira ft Pitbull
7735,S&M,Rihanna
7736,Meu Grito de Amor,Eduardo Costa & Paula Fernandes
7737,A Gente Faz a Festa,Exaltasamba ft Mr. Catra
7738,Juras de Amor,Bruno & Marrone
7739,E.T. (remix),Katy Perry ft Kanye West
7740,What's My Name?,Rihanna ft Drake
7741,Água de Oceano,Victor & Leo
7742,I Wanna Go,Britney Spears
7743,Mentes Tão Bem,Zezé Di Camargo & Luciano
7744,Somebody To Love,Justin Bieber
7745,Não é Normal,NX Zero
7746,Três Palavras,Maria Cecília & Rodolfo
7747,Onde Você Estiver,NX Zero
7748,Pra Você Lembrar,Restart
7749,Till The World Ends,Britney Spears
7750,Don't Wanna Go Home,Jason Derulo
7751,U Smile,Justin Bieber
7752,Um Minuto,Exaltasamba
7753,Não Seria Justo,Exaltasamba
7754,Never Say Never,Justin Bieber ft Jadem Smith
7755,I'm Into You,Jennifer Lopez ft Lil Wayne
7756,Eu Sei,Fresno
7757,We Found Love,Rihanna ft Calvin Harris
7758,Sem me Controlar,Marcos & Belutti
7759,Desejo de Amar,Ivete Sangalo
7760,Grenade,Bruno Mars
7761,In The Dark,Dev
7762,Chove Chove,Jorge & Mateus
7763,Skyscraper,Demi Lovato
7764,Amor de Alma,Victor & Leo
7765,O Troco,Maria Cecília & Rodolfo ft Exaltasamba
7766,Férias em Salvador,Fernando & Sorocaba
7767,Volta Pro Meu Coração,João Carreiro & Capataz
7768,Pega Eu,Fernando & Sorocaba
7769,Céu Azul,Charlie Brown Jr. 
7770,Teus Segredos,Fernando & Sorocaba
7771,Clichê,Sorriso Maroto
7772,Give Me Everything,"Pitbull ft Ne-Yo, AfroJack & Nayer"
7773,Angel,Akon
7774,Quatro Estações,Hugo Pena & Gabriel
7775,Vida ou Morte,CPM 22
7776,"Amiga, Amante e Namorada",Bruno & Marrone
7777,Cheers (Drink To That),Rihanna
7778,Raise Your Glass,Pink
7779,Que Dá Vontade Dá,Guilherme & Santiago
7780,Só Agora,Pitty
7781,Don't Stop The Party,The Black Eyed Peas
7782,Next To You,Chris Brown ft Justin Bieber
7783,Romance,Humberto & Ronaldo
7784,Sonhando,Bruno & Marrone
7785,Without You,David Guetta ft Usher
7786,Higher,Taio Cruz ft Kylie Minogue
7787,F**k You (Forget You),Cee-Lo Green
7788,Stereo Hearts,Gym Class Heroes
7789,Ela é Total Flex,Alexandre Peixe
7790,Best Thing I Never Had,Beyoncé
7791,Água,Claudia Leitte
7792,Tchubirabiru,Parangolé
7793,Dança Kuduro,Daddy Kall ft Latino
7794,Written In The Stars,Tinie Tempah ft Eric Turner
7795,Seu Astral,Jorge & Mateus
7796,Tá Tudo Ok,Zé Henrique & Gabriel
7797,Dançando,Agridoce
7798,You Make Me Feel...,Cobra Starship ft Sabi
7799,Club Can't Handle Me,Flo Rida ft David Guetta
7800,Call Me Maybe,Carly Rae Jepsen
7801,Somebody That I Used To Know,Gotye ft Kimbra
7802,Te Vivo,Luan Santana
7803,Incondicional,Luan Santana
7804,Humilde Residência,Michel Teló
7805,What Makes You Beautiful,One Direction
7806,É Tenso,Fernando & Sorocaba
7807,Eu Sem Você,Paula Fernandes
7808,Lê Lê Lê,João Neto & Frederico
7809,Last Friday Night (T.G.I.F.),Katy Perry
7810,Marry The Night,Lady Gaga
7811,Part Of Me,Katy Perry
7812,Long Live,Paula Fernandes & Taylor Swift
7813,"Vem Ni Mim, Dodge Ram",Israel Novaes ft Gusttavo Lima
7814,Não Me Perdoei,Victor & Leo
7815,Criminal,Britney Spears
7816,Camaro Amarelo,Munhoz & Mariano
7817,Whistle,Flo Rida
7818,Já Não Sei Mais Nada,Bruno & Marrone
7819,Sexy And I Know It,LMFAO
7820,Nêga,Luan Santana
7821,Wide Awake,Katy Perry
7822,Ai Se Eu Te Pego,Michel Teló
7823,Sensações,Paula Fernandes
7824,A Verdade,Fernando & Sorocaba
7825,Cuidar Mais de Mim,Paula Fernandes
7826, Balada,Gusttavo Lima
7827,Assim Você Mata o Papai,Sorriso Maroto
7828,We Are Never Ever Getting Back Together,Taylor Swift
7829,Não Precisa,Paula Fernandes ft Victor & Leo
7830,Moves Like Jagger,Maroon 5 ft Christina Aguilera
7831,Give Me All Your Luvin',Madonna ft Nicki Minaj & M.I.A.
7832,Eu Não Vou Aceitar,Bruno & Marrone
7833,Boyfriend,Justin Bieber
7834,"Eu Quero Tchu, Eu Quero Tcha",João Lucas & Marcelo
7835,Someone Like You,Adele
7836,Ainda Bem,Thiaguinho
7837,Se Eu Te Pego Te Envergonho,Sorriso Maroto
7838,You And I,Lady Gaga
7839,Lighters,Bad Meets Evil ft Bruno Mars
7840,Gangnam Style,Psy
7841,Lágrimas,Victor & Leo
7842,Payphone,Maroon 5 ft Wiz Khalifa
7843,Sonho de Amor,Zezé de Camargo & Luciano
7844,Wild Ones,Flo Rida ft Sia
7845,Ex Mai Love (Ex My Love),Gaby Amarantos
7846,60 Segundos,Gusttavo Lima
7847,Rabiosa,Shakira ft Pitbull
7848,Meu Grito de Amor,Eduardo Costa & Paula Fernandes
7849,Não é Normal,NX Zero
7850,Diamonds,Rihanna
7851,Quando Você Some,Victor & Leo ft Zezé Di Camargo & Luciano
7852,Gatinha Assanhada,Gusttavo Lima
7853,Juras de Amor,Bruno & Marrone
7854,Stereo Hearts,Gym Class Heroes
7855,We Are Young,Fun. ft Janelle Monáe
7856,Sou o Cara Pra Você,Thiaguinho
7857,Locked Out Of Heaven,Bruno Mars
7858,É Nóis Fazê Parapapá,Michel Teló ft Sorriso Maroto
7859,Esse Cara Sou Eu,Roberto Carlos
7860,Maré,NX Zero
7861,No Brilho Desse Olhar,Ivete Sangalo
7862,Dance Again,Jennifer Lopez ft Pitbull
7863,Where Have You Been,Rihanna
7864,We Found Love,Rihanna ft Calvin Harris
7865,Turn Up The Music,Chris Brown
7866,Turn Me On,David Guetta ft Nicki Minaj
7867,Live While We're Young,One Direction
7868,Blow Me (One Last Kiss),P!nk
7869,Nunca Amei Alguém Como Te Amei,Ivete Sangalo
7870,Skyscraper,Demi Lovato
7871,In The Dark,Dev
7872,Paradise,Coldplay
7873,Amor Covarde,Jorge & Mateus
7874,Amor de Alma,Victor & Leo
7875,Domino,Jessie J
7876,It Will Rain,Bruno Mars
7877,Férias em Salvador,Fernando & Sorocaba
7878,Stronger (What Doesn't Kill You),Kelly Clarkson
7879,Céu Azul,Charlie Brown Jr.
7880,As Long As You Love Me,Justin Bieber ft Big Sean
7881,Você Mudou,Cristiano Araújo
7882,Buquê de Flores,Thiaguinho
7883,All Around The World,Justin Bieber ft Ludacris
7884,Back In Time,Pitbull
7885,Começar de Novo,Eduardo Costa
7886,Video Games,Lana Del Rey
7887,Good Feeling,Flo Rida
7888,Vida de Empreguete,Música das Empreguetes (Elenco da Novela)
7889,One More Night,Maroon 5
7890,Sou Seu Amor e Você é Minha Vida,Zezé de Camargo & Luciano
7891,"Baby, Fala Pra Mim",Leonardo
7892,Mais Perto de Mim,Jota Quest
7893,Fluxo Perfeito,Strike
7894,Cheers (Drink To That),Rihanna
7895,Parede de Vidro,Bruno & Marrone
7896,I Won't Give Up,Jason Mraz
7897,I Love You,Marcos & Belutti
7898,Pra Ser Feliz,Daniel
7899, Dança Kuduro,Daddy Kall ft Latino
7900,Esse Cara Sou Eu,Roberto Carlos
7901,Show das Poderosas,Anitta
7902,Diamonds,Rihanna
7903,Thrift Shop,Macklemore & Ryan Lewis ft Wanz
7904,Sogrão Caprichou,Luan Santana
7905,Cuidar Mais de Mim,Paula Fernandes
7906,Locked Out Of Heaven,Bruno Mars
7907,Ho Hey,The Lumineers
7908,Scream & Shout,will.i.am ft Britney Spears
7909,Não Para,Anitta
7910,Te Esperando,Luan Santana
7911,Diz Pra Mim,Gusttavo Lima
7912,Just Give Me A Reason,P!nk ft Nate Ruess
7913,Criação Divina,Zezé de Camargo & Luciano ft Paula Fernandes
7914,Blurred Lines,Robin Thicke ft T.I. & Pharrell
7915,Garotas Não Merecem Chorar,Luan Santana
7916,Vagalumes,Pollo ft Ivo Mozart
7917,É Nóis Fazê Parapapá,Michel Teló ft Sorriso Maroto
7918,Suit & Tie,Justin Timberlake ft Jay-Z
7919,When I Was Your Man,Bruno Mars
7920,Vidro Fumê,Bruno & Marrone
7921,Na Linha do Tempo,Victor & Leo
7922,Piradinha,Gabriel Valim
7923,Wake Me Up!,Avicii ft Alec Blacc
7924,Treasure,Bruno Mars
7925,Stay,Rihanna ft Mikky Ekko
7926,Roar,Katy Perry
7927,Amiga da Minha Irmã,Michel Teló
7928,Die Young,Ke$ha
7929,One More Night,Maroon 5
7930,Mirrors,Justin Timberlake
7931,Get Lucky,Daft Punk ft Pharrell Williams
7932,Amor de Chocolate,Naldo
7933,Wrecking Ball,Miley Cyrus
7934,93 Million Miles,Jason Mraz
7935,Meu Novo Mundo,Charlie Brown Jr
7936,Come & Get It,Selena Gomez
7937,Zen,Anitta
7938,Tudo Que Você Quiser,Luan Santana
7939,Live While We're Young,One Direction
7940,Harlem Shake,Baauer
7941,Um Ser Amor,Paula Fernandes
7942,No Me Compares,Alejandro Sanz ft Ivete Sangalo
7943,Deserto,Thaeme & Thiago
7944,Caso Indefinido,Cristiano Araújo
7945,I Cry,Flo Rida
7946,Heart Attack,Demi Lovato 
7947,Crime Perfeito,João Neto & Frederico
7948,A Bela e o Fera,Munhoz & Mariano
7949,Logo Eu,Jorge & Mateus
7950,Applause,Lady Gaga
7951,Anjo Protetor,Eduardo Costa
7952,No Brilho Desse Olhar,Ivete Sangalo
7953,Não Fui Eu,Paula Fernandes
7954,Quando Você Some,Victor & Leo ft Zezé Di Camargo & Luciano
7955,Work Bitch,Britney Spears
7956,Balada Louca,Munhoz & Mariano
7957,Love Song (Uma Canção de Amor),Michel Teló
7958,Dançando,Ivete Sangalo
7959,Não Sou Eu,César Menotti & Fabiano
7960,Radioactive,Imagine Dragons
7961,Veneno,Fernando & Sorocaba
7962,Girl On Fire,Alicia Keys ft Nicki Minaj
7963,Royals,Lorde
7964,Your Body,Christina Aguilera
7965,Don't You Worry Child,Swedish House Mafia ft John Martin
7966,Take Back The Night,Justin Timberlake
7967,Mais Fácil (Easier),Sorriso Maroto ft Brian McKnight
7968,As Long As You Love Me,Justin Bieber ft Big Sean
7969,One Way Or Another (Teenage Kicks),One Direction
7970,Right Now,Rihanna ft David Guetta
7971,I Love It,Icona Pop ft Charli XCX
7972,Dois Corações,César Menotti & Fabiano
7973,Can't Hold Us,Macklemore & Ryan Lewis ft Ray Dalton
7974,Best Song Ever,One Direction
7975,The Monster,Eminem ft Rihanna
7976,Maravida,Daniel
7977,Walking On Air,Katy Perry
7978,Don't Stop The Party,Pitbull ft TJR
7979,Você Mudou, Cristiano Araújo
7980,Desencana,Thiaguinho
7981,"Luz, Cama e Ação",Turma do Pagode
